Segmento;URA;Produto;Suporte;Transferência Telefone;Transferência Blip;Setor
CFTV;458;iMHDX 3016;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iMHDX 3032;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iMHDX 3116;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iMHDX 5008;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iMHDX 5108;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iMHDX 7016;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;iMHDX 9008;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iMHDX 9016;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iMHDX 9116;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;Intelbras Cloud;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;INTELBRAS MEDIA PLAYER;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;Intelbras Multi-BOX;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iNVD 1016;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iNVD 5032;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iNVD 5132;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;iNVD 7032;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;iNVD 7116 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 90128 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9016 PE FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9024 P FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9032 PE FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9032 R FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9064 FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9116 PE FTU;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9132 PE FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9164 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9216 PE FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9232 PE FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVD 9264 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;iNVU 90128 M1 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;IP UTILITY;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;493;ISA 1001;Sim;varejo_casa_inteligente;Linha Izy;Linha Izy
CFTV;493;ISI 1001;Sim;varejo_casa_inteligente;Linha Izy;Linha Izy
CFTV;458;ISIC;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;ISIC 4;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;ISIC 5;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;ISIC 6;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;ISIC LITE;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;493;ISM 1001;Sim;varejo_casa_inteligente;Linha Izy;Linha Izy
CFTV;493;ISS 1001;Sim;varejo_casa_inteligente;Varejo Casa Inteligente;Varejo Casa Inteligente
CFTV;493;IST 1001;Sim;varejo_casa_inteligente;Varejo Casa Inteligente;Varejo Casa Inteligente
CFTV;493;ISW 1001;Sim;varejo_casa_inteligente;Linha Izy;Linha Izy
CFTV;458;ITS;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;493;IZC 1003;Sim;varejo_casa_inteligente;Varejo Casa Inteligente;Varejo Casa Inteligente
CFTV;493;IZC 1004;Sim;varejo_casa_inteligente;Varejo Casa Inteligente;Varejo Casa Inteligente
CFTV;493;IZC 1005;Sim;varejo_casa_inteligente;Varejo Casa Inteligente;Varejo Casa Inteligente
CFTV;458;KS 1042;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1004;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1008;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1016;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1032;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1104;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1108;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1116;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1132;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1204;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1208;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 1216;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3004;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3008;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3016;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3104;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3104-C;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3108;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3116;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 3132;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 5016;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 504;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 508;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 5108 4K;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 5116 4K;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 5208;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 5216;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 7116;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MHDX 7132;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MIC 1050;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MIC 3050;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MIC 3070;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;MIC 3080;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;Mobile Server 2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;Mobile View 2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;Monitor profissional – Video Wall;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MoovSec;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MSO 7008 W I5;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MSO 7008 W I7;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MSO 7016 W I5;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MSO 7016 W I7;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MTC 9000;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 1105;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 1105 G;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 1105 W;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 1204;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 1404;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 3004;Não;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 3204 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 3204 W;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 3404 G;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 3404 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5004;Não;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5004 G;Não;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5016;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5106 G;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5106 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5106 W;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5204 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5208 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVD 5404 GW;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVT 1027;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MVT 9007 T;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MWL 7249;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;MWL 7255;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;NVD 1008;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1008 P;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1108;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1204;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1208;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1216;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1232;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1304;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1308;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1316;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1404;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1404 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1408;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1408 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1416;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 1432;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3000;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3000 P;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3016;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3016 P;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3108 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3116;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3116 P;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3204 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3208 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3308 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3316;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 3332;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 5016 4K;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 5124;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;NVD 70128;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;NVD 7032;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;NVD 7132;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;Painel de led - LED 5012 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5015 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5025 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5030 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5030 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5040 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5067 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5080 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 5100 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7012 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7015 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7020 RI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7025;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7026 RI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7030 FI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7030 RI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7030 RO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7039 RI;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7039 RO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7048 RO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7067 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;Painel de led - LED 7080 FO;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;PC Stream Manager;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;RAD 4300 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;RAD 7300 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;RAD 7350 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;RAD 7450 FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;SIM LINUX;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM LITE;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM Mobile 2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM NEXT;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM Play;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM PLUS MAC;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM PLUS WINDOWS;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;SIM WINDOWS;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;Software Defense IA Lite;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;490;STDi 7000;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;STDi 7086;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVD 7009;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 7016 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 7116 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 7132 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 7132 PE;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 7164;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVR 9164 IA;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVS 7016 R FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVS 7036 R FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SVS 7116 R FT;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SWL 7049;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;SWL 7055;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 7865;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 7875;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 7886;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 9865;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 9875;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;490;TDi 9886;Sim;seguranca_linha_future_tmr;Linha Future / TMR;Linha Future / TMR
CFTV;458;TESTER 1000 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;TESTER 3000 MT;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;Tester 3000 RJ45;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 1004 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 1008 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 1016 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 1104 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3001 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3004 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3008 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3016;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3016 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 3104 WP;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 500 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 501 P;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 501 P G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 502 B;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 503 B;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VB 503 B G2;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 1000;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 1100;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 1100 E;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 1100 E BLACK;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 3000 B;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 3000 D;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBOX 5000 E;Sim;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP 04C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP 08C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP 16C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A 04C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A 08C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A 16C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A 16C FULL HD;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A04C FULL HD;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VBP A08C FULL HD;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16D1 480H;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16D1 480M;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16E 480;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16E 480C;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16H 480;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16M 480;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16S 480;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 16S 480 St;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 3004;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 3008;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 3016;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 3104;Não;seguranca_cftv;Segurança SC;Segurança SC
CFTV;458;VD 3108;Não;seguranca_cftv;Segurança SC;Segurança SC
